Herkunftsort,URI
Alpenhof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rütihof (Höngg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Talhof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Appenzeller Land,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bärenbohl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Köschenrüti (Seebach),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ort (Wädenswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hornhalden (Kilchberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Sihlmatt (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Beerenbach (Dürnten),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tobel (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rütiwald,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rank,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dorf (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hiltisberg (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Täusi,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Angst und Not (Bubikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Obermoos,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Neuhaus (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Badstock (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Widenriet (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Saland (Bauma),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Untermoos,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tumlen (Dürnten),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Würzhalde,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schürwies,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Leuzigen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dunkelbach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hofstetten (Turbenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Luckhausen (Illnau-Effretikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Effretikon (Illnau-Effretikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Au (Zell),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberschan (Wartau) SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Azmoos SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
La Neuveville BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reiti,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rappoltsweiler (Elsass) (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Freckmünd (Turbenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bourgogne (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gotzenwil (Seen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterlangenhard (Zell),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Auenstein AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kollbrunn (Zell),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hauptwil TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Langenbruck BL,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Heidenheim an der Brenz (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Berlin (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Zary (Polen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hundwil AR,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vaihingen an der Enz (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hechingen oder Münsterhausen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schärenmoos (Seebach),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Landschlacht TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aarüti (Glattfelden),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brämhof (Bachs),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rougemont VD,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Steinen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bubenwies,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Untere Weisserlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Langwies,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Täglischür,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Zweierhof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schwarzenbach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Säubad,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mühlestalden,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Geissfehren,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gisihegi,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Haslaub,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Weisserlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Müsli,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Säge,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mittelrüti,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Giessen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schründlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Fernegg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wüschli,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mistlibühl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Suhner,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nussbäumen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vordere Höhe (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kräh,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rechberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Felmis (Richterswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Steinacker,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Waggital,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gschwendmatt,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brunnwies,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bubheini,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Beichlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterwolfbühl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hüttmatt,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rein AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gschwend,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Stuhlen (Maur),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterillnau (Illnau-Effretikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gerlikon (Gachnang) TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wil (Dübendorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rohr (Fällanden),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dettenried (Weisslingen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Itschnach (Küsnacht),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kalchegg (Turbenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hasel (Hittnau),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Blitterswil (Bauma),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vorderauli (Wila),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Untermedikon,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Stocken (Seen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Helsighausen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Thaa (Seen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eggiwil BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Atzgroda (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Seeberg BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Guggisberg BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tal (Bachs),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Isingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberösch BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberfägswil (Rüti),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Echtlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ibach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Buhalden,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gunten (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Geissen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Limburg (Belgien),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mühle,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kergerten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mutzmalen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schwiler,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kirchacker,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brünnishausen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Sternen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Fangen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kirchbühl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lanzeln,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hüttenacker,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schiffhütte,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Alter Sternen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wädenswiler,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gsteig BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lattenberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Seeweid (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Laubsten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aberen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lautikon (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hunert,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Fahrni BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Grundbach (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kreuz (Stäfa),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eichholz (Oetwil am See),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Niederfeld (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Diemtigen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Erlenbach im Simmental BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Emmerzen (Illighausen) TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wangensbach (Küsnacht),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Grüt (Meilen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mühlehölzli,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Forch (Küsnacht),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Langägerten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kapfgass,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kessibühl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lattenbach (Erlenbach im Simmental) BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Minden (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mogelsberg SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Benderbühl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Moos (Rüti),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eichholz (Egg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wendhüslen (Bubikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Abern,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Farb,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schluhen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Les Verrières NE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hornberg (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Balchenstahl (Hittnau),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Herbligen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Breiten (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schopfheim (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Breitlen (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Zusingen GL,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Grütrain (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hasenacker (Männedorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterschirmensee,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Langacker (Männedorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hügsam (Richterswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tramelan BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eggrüti (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Fellbach (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ghei (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bodmen (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ennetbühl GL,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ziel,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hummelwald (Wattwil) SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lausen BL,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hefenhausen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lett (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gwad (Wädenswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aussersihl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Zabern (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mühlehorn GL,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Erlenbach im SimmentalBE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterau,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tüelen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schlehtal,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kniebreche (Langnau am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dättwil AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Loomatt,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rohr AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Filderen (Birmensdorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Untere Au,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mühleberg (Aeugst am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schnabelberg (Langnau am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Scheller (Aeugst am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Langhäusli,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rued AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Engishofen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nufringen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schmitter SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bruderalbis (Hausen am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aurüti (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Feldbach (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vollenweid (Hausen am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Emmat (Egg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberwald (Horgen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Veltheim AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Herferswil (Mettmenstetten),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Boniswil AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rengg (Langnau am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Steg (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ried (Aeugst am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Weissenbach (Mettmenstetten),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Obermedikon (Wetzikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Untere Halden (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gunterswil TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wiler (Eglisau),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Moosburg (Illnau-Effretikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kühweidli (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wiener Neustadt (Österreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rämismühle,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Geissberg (Regensdorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reuss (Gebenstorf) AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Birchrüti (Höngg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bräch (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Obere Kasern (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Balgach SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Buttenau (Adliswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Buchs AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberentfelden AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Moos (Hinwil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Geeren (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ringlikon (Uitikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unteres Forrenmoos (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Boden (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hegisau (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vorderstrahlegg (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Barenberg (Bubikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Häusern TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterradhof (Wülflingen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberhof (Grüningen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ottoberg TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eigi (Mettmenstetten),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberbernegg (Hinwil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aesch (Schönenberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Untere Au (Stallikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Neuhaus (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tössegg (Wildberg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Geboltshausen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Halden (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Albis (Langnau am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reitbach (Bubikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Guggenbühl (Illnau-Effretikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Forrenmoos (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rinteln (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Uerenbohl TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hinterstrahlegg (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Billikon (Illnau-Effretikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eichen (Rüti),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Am Rhein (Eglisau),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Riedmatt (Hausen am Albis),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberreinsberg (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hinterlanzenmoos (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Orflen (Fischenthal),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Neuhengstett (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Döltschi,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hungerbühl TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nennigkofen SO,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Prag (Tschechien),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nîmes (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Silvertonhill (Schottland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nyon VD,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Delft (Niederlande),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Porrentruy JU,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gotha (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mittelleimbach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Pappenheim (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Fürth (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
New Port RI (Vereinigte Staaten von Amerika),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reutigen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kräuel,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reichenweier (Elsass) (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Villeret BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Frickenhausen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Blonay VD,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kürnbach (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
La Chaux-de-Fonds NE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bettingen BS,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schafisheim AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kirchheim unter Teck (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hendschiken AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bremen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Berthelming (Lothringen) (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
