Herkunftsort,URI
Buch (Wiesendangen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Burg SH,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gebenstorf AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Toffen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wurmetshalden,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vordereigental,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lustdorf TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bebikon (Buch am Irchel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lottstetten (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rietmühle,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hasle,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ettenhausen (Kyburg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Thun BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberdinhard,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kippenhausen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bettelhausen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mettendorf TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schnasberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rütihof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schönenberg AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Zufikon AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Islisberg AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dachelsen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Beromünster LU,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bremgarten AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Binningen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rickenbach AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hinterbühl AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Buttwil AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Besenbüren AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rheinfelden AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Cham ZG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterrifferswil,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aarwangen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Arni AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reinach AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Toussen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lüttenberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Loch,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Heisch,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Deutschland,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ebertswil,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Grossholz,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aasen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wolfhausen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rüeggshausen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Niggital,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Erlosen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterwolfhausen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Looren,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberwolfhausen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterdürnten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reitbach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberhof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Joweid,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberfägswil,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterfägswil,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tafleten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brunnenbühl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Herschmettlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Widenswil,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Sankt Peterzell SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Haslen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tuningen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Emmat,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Neugut,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ellenwies,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schaubigen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tiefental,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brand,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vollikon,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Radrain,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lurwies,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Niederdorf,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reuti TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Asp,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eichholz,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wolfenried,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Frohbühl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dachsloch,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kreuzlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lieburg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hintervollikon,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Leihalde,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Drittenberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hinterguldenen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberkreuzlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Susenberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Neuhaus,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Halden,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hottental,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Päppur,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wannwies,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wolfhausen (Dürnten),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hochrüti,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Sandgrube,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hasenacker,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aegertenwies,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberstmatt,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mettlen (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Weid,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wühre,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Letten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brauslen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kalbisau (Hirzel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hellberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Linsenrain,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Scheuren,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kesswil TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rufach (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gössikon (Zumikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lindist,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wagenburg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eichbühl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aue,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Letzi,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vogelsang,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aatal (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Urnäsch AR,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gusch,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schwobshof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Betbur,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Langholz,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dändlikon,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Binz,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lipperschwendi (Bauma),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Altenburg AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gampen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Seglingen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hemmental SH,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Guwilmühle,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mezikon TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterschottikon,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Waldsee (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vorderschneit,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kienberg TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tuttwil TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mittlerschneit,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dickbuch,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Iltishausen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberschottikon,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schönau,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberstetten TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Arberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schwarzenbach SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Buhwil TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hinterschneit,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Riedern,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Zezikon TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberhofen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Flums SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Seewies,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oetwil SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gundelsheim,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schlosshof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hegi (Oberwinterthur),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Attikon (Wiesendangen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Büren TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Battlehausen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bewangen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterherten,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterschnasberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Itzikon (Grüningen),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Amriswil TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tollhausen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Stiegenhof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kimenhof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Marchlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nussbaumen (Bülach),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Baltsberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Affolterschür,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Augwil,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dürstental,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rotenfluh,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Betzental,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Illingen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Weiertal,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Trinenmoos,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Moosbrunnen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bühlhof,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rumensee,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rohr,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bognau LU,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gockhausen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Benglen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Donaueschingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Esslingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brunnadern (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wermatswil (Uster),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Stettbach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Gockhausen (Dübendorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberaffoltern,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hermikon (Dübendorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wernetshausen (Hinwil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brunst (Oetwil am See),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Freudwil (Uster),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Limberg (Küsnacht),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bisikon (Illnau-Effretikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kindhausen (Volketswil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Langenriet (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Scheidbach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Villach (Österreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hunzikon TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tobel TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Guntmadingen SH,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dürrenroth BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tusslingen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Saint-Roman (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Saint-Hippolyte (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Safenwil AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Märwil TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Illighausen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dye (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Grenoble (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Nohl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Anduze (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ribey (Frankreich),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Leimbach TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Romanshorn TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Strick,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lanzenmoos,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Baurenboden,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tobel (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aurüti,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Niederhaus,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Reinsberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Loch (Hinwil),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Mühlebach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hofen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lumpisgrüt,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Radolfzell (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberwil TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberherten TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Obholz TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Meisberg TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Malters LU,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ergaten TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wüsthäusli TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterlauchringen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Stetten SH,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Meersburg (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tiefenbrunnen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberflaach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wiler (Buch am Irchel),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ried (Neftenbach),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Müllberg TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Erzingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rechenbach (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Teningen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Salzuflen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Windisch AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Herdern (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Aarüti,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Berchen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rüti (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberschwarzach (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tegerfelden AG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Stetten (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lienheim (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Tiengen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rheinsfelden,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Scherzligen BE,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bechtersbohl (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Allenwinden,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wullisau,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Altdorf,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Laufenriet,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lachen SZ,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Fischingen TG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ennetschwil,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hertenbühl,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Jona SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Langenriet,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Erniswil,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Kindenmannsmühle,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Hundsrücken,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schnellenberg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Krummenau SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bächelsrüti,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ermisriet,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Fuchsloch (Egg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Fuchsrüti,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Platte,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rennweg (Bubikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Raad (Wald),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Homberg (Bubikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Looren (Dürnten),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Immenstadt (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schlatt (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Langacker (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Wil (Uster),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Österreich,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ostelfingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterbaldingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Dauchingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bamlach (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Seewadel (Bauma),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bad (Egg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bürg,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Affeltrangen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Bachlen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schmalzgrub (Küsnacht),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Krähenried,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Rebacker,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Herweg (Männedorf),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ghöch,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Unterottikon,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Eschikon (Lindau),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vollikon (Egg),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Ferrach (Rüti),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Pfalz (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brach,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Vaihingen (Deutschland),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberesslingen,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brach (Bubikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Buchs SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Böndler,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Lütisburg SG,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Brunst,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Schirmensee (Hombrechtikon),https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
Oberwetzikon,https://github.com/stazh/sw-ehedaten/tree/main/data/PlaceName_00001
