Männervorname,URI
Absolom,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00333
Beat Felix,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00334
Hans Alexander,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00335
Horatius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00336
Florin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00337
Otto,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00338
Georg Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00339
Julius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00340
Gorgias,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00341
Hans Franz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00342
Wernhart,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00343
Josue,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00344
Gorgius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00345
Jakob Melchior,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00346
Cirillus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00347
Theophil,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00348
Fluri,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00349
Noé,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00350
Petronius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00351
"Bartholomäus""",https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00352
Hans Diebold,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00353
H...,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00354
Quirinus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00355
Sarius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00356
Deogratias,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00357
Hans Werner,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00358
Johann Hartmann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00359
Johann Bernhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00360
Ruben,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00361
Johann Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00362
Leodegar,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00363
Georg Wolf,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00364
Johann Wilhelm,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00365
Hans Diethelm,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00366
Johann Theobald,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00367
Herkules,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00368
Hans Lutz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00369
Johann Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00370
Philipp Konrad,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00371
Pierre,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00372
Johann Baptist,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00373
Johann Georg,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00374
Johann Baptista,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00375
Georg Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00376
Wolf Dietrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00377
Calixt,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00378
Franz Ferdinand,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00379
Friedrich Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00380
Johann Andreas,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00381
Karl Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00382
Johann Martin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00383
Jakob Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00384
Johann Felix,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00385
Gerhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00386
Johann Melchior,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00387
Karl,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00388
Karl Emanuel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00389
Georg Leonhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00390
Hans Sigmund,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00391
Gottfried,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00392
Georg Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00393
Johann Adam,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00394
Wilhelm Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00395
Wilhelm Adam,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00396
Paul Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00397
Johann Samuel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00398
Christoph Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00399
Hartmann Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00400
Johann Michael,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00401
Wilhelm Eberhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00402
Karl Moritz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00403
Paravicin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00404
Barthold,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00405
Ami,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00406
Beat Wunibald,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00407
Hans Lüpold,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00408
Vigile,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00409
Enoch,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00410
Johann Gottlieb,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00411
Johann Bartholomäus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00412
Christian Abraham,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00413
Georg Christoph,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00414
Jean Jacques,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00415
Jakob Andreas,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00416
Gottlieb,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00417
Matthias Wilhelm,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00418
Hans Jakob Christoph,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00419
Heinrich Antoni,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00420
Friedrich Salomon,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00421
David Peter,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00422
Ferdinand,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00423
Samuel Franz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00424
Daniel Konrad,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00425
Christian Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00426
Fortunat,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00427
Franz Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00428
Johann Thomas,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00429
Leopold,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00430
Johann David,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00431
Felix Ulrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00432
Wenzeslaus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00433
Georg Martin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00434
Johann Franz Philipp Amadeus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00435
Philipp Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00436
Karl Ferdinand,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00437
Peter Josef,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00438
Johann Hieronymus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00439
Hartmann Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00440
Jakob Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00441
Jean,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00442
Adam Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00443
Jean Pierre,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00444
Jean Claude,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00445
Heinrich Rudolf,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00446
Johann Richard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00447
Louis François,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00448
Jakob Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00449
Johann Augustin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00450
Jean Joseph,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00451
Gerold Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00452
Heinrich Andreas,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00453
Gottlieb Melchior,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00454
Armandus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00455
Christian Benjamin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00456
François Louis,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00457
Adrian David,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00458
Friedrich Franz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00459
Jean François,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00460
Jean Elie,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00461
Jean Dominique,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00462
Romanus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00463
Friedrich Jakob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00464
Friedrich Magnus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00465
Jakob Wilhelm,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00466
Johann Paulus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00467
Johann Reinhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00468
Bernhard Oswald,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00469
Johann Dietrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00470
Friedrich Daniel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00471
Imbert Ernst,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00472
Divan,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00473
Hans Walter,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00474
Florian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00475
Johann Matthäus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00476
Jakob Konrad,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00477
Christian Jakob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00478
Christoph Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00479
Georg Joachim,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00480
Hans Simon,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00481
Anton,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00482
Augustin Marie,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00483
Friedrich August,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00484
Pierre René,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00485
Johann Lukas Salomon,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00486
Franz Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00487
Hans Renet,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00488
Philipp Ulrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00489
Rudolf Beat,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00490
Jean Daniel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00491
Abraham Emanuel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00492
Franziskus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00493
Johann Wilpert,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00494
Christian Konrad,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00495
Erhard David,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00496
Wilhelm Rudolf,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00497
Johann Albrecht,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00498
Christoph Salomon,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00499
Karl Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00500
Emanuel Rudolf,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00501
Christmann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00502
Johann Leonhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00503
Johann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00504
Ruprecht Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00505
Friedrich Bernhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00506
Franz Adrian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00507
Hildebrand,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00508
Noah,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00509
David Rudolf,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00510
Ruprecht,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00511
François,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00512
Kleinmartin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00513
Sigmund Ferdinand,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00514
Georg Ernst,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00515
Peter Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00516
Hans K...,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00517
Theobald,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00518
Hans Gerius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00519
Caleph,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00520
Mauritz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00521
Heinulrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00522
Hammann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00523
Gratiosus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00524
Hans Burkhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00525
Ulrich.,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00526
Poli,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00527
Ziliox,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00528
Felix Christian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00529
Johann Balthasar,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00530
Degen,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00531
Hans Stefan,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00532
Weisshans,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00533
Hein-Uli,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00534
Saris,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00535
Rupolt,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00536
Johann Valentin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00537
Petermann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00538
Tiburtius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00539
Hans Ulrich.,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00540
Johannes Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00541
Grossulrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00542
Cosman,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00543
Hans Bilgeri,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00544
Gideon,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00545
Lips,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00546
Johann Werner,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00547
Hans Gerold,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00548
Thaddäus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00549
Cyrinus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00550
Gedeon,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00551
Juda,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00552
Sebacius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00553
Jordanus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00554
Luzius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00555
Walthart,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00556
Hans Ulrich Philipp,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00557
K...,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00558
Vitalis,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00559
Johann Otto,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00560
Rudolf Melchior,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00561
Chrysostomus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00562
Johann Gebhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00563
Engelbert,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00564
Karl Jeremias Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00565
Michael Stefan,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00566
Andreas Jakob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00567
Wälti,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00568
Jakob Bernhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00569
Ernst Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00570
Georg Johann Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00571
Immanuel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00572
Johann Gottlob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00573
Matthias Gottfried,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00574
Jean Etienne,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00575
Jacques,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00576
Abraham Karl,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00577
Franz Antoni,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00578
August Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00579
Thomas Franz Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00580
Jean Marc,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00581
Christoph Adam,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00582
Friedrich Emanuel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00583
Johann Philipp,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00584
Johann Anton,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00585
Salomon Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00586
Heinrich Beat Leonhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00587
Georg Jakob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00588
Tobias Michael,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00589
Pierre Jacques,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00590
Peter Bernhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00591
Wilhelm Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00592
Heinrich Philipp,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00593
Franz Josef,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00594
Ehrenfried,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00595
Sinesi Kasimir,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00596
Georg Andreas,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00597
Karl Christian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00598
Johann Daniel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00599
Michael Abraham,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00600
Aaron,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00601
Abraham Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00602
Daniel Christoph,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00603
Christian Wilhelm Peter,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00604
Marcus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00605
Bürgi,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00606
Hans Wendel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00607
Hans Gallus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00608
Polonius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00609
Hansenbübli,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00610
Alexius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00611
August,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00612
Lampert,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00613
Hansmann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00614
Egloff,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00615
Gratius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00616
Langulrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00617
Beat Melchior,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00618
Melchior Jakob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00619
Johann Sebastian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00620
Charius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00621
Ambrosi,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00622
Chrisostomus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00623
Kleinsebastian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00624
Servatius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00625
Karlihans,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00626
Hans Wernli,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00627
Guidius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00628
Thürmus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00629
Rennhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00630
Lelius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00631
Joss,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00632
Engelhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00633
Sigmund Albrecht,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00634
Felix Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00635
Cyrianus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00636
Johann Franz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00637
Jean Joseph Augustin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00638
Langbaschli,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00639
Hans David,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00640
Kaspar Wilhelm,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00641
Paul Philipp,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00642
Georg Ulrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00643
Georg David,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00644
Samuel Jakob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00645
Adolf Karl,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00646
Peter Franz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00647
Christoph Ulrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00648
Niklaus Rudolf,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00649
Wolfgang Dietrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00650
Friedrich Karl,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00651
Moritz Niklaus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00652
