Männervorname,URI
Heinrich Moritz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00653
Melchior Leonhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00654
Ernst,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00655
Johann Karl Moritz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00656
Wolfgang Bartholomäus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00657
Hermann Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00658
Johann Gottfried,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00659
Karl Gottfried,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00660
Andreas Bernhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00661
Claude,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00662
Brandolf,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00663
Hans Rüeger,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00664
Marx Wolf,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00665
Zacharias Wilhelm,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00666
Franz Michael,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00667
Konradin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00668
Johann Niklaus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00669
Johann Anton Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00670
Julien,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00671
Elias Lot,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00672
Kleintoni,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00673
Antonï,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00674
Odermann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00675
Johann Jakob Christoph,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00676
Johann Burkhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00677
Johann Benedikt,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00678
Kleinmarx,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00679
Hans Hilarius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00680
Polli,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00681
Gratias,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00682
Onophrius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00683
Nägger,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00684
Nögger,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00685
Johann Othmar,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00686
Basilius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00687
Kunz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00688
Lenzius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00689
Cleophas,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00690
Hans Itel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00691
Gutheinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00692
Debis,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00693
Vindali,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00694
Sebald,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00695
Achilles,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00696
Nazarias,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00697
Ulrich Philipp,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00698
Venturin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00699
Dominicus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00700
Veit,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00701
Johann Ernst,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00702
Johann Friedrich Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00703
Abraham Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00704
Johann Rudolf Baptista,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00705
Christian Johannes,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00706
Christian Johann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00707
Isaak Gabriel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00708
Christoph Gottlieb,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00709
Magnus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00710
Nicolas,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00711
Johann Isaak Gabriel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00712
Philipp Jakob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00713
Christoph Bathmann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00714
Georg Peter,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00715
Georg Otto,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00716
Raget,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00717
Leonz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00718
Heinrich Kaspar,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00719
Charles François,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00720
Guillaume Salomon,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00721
Hugues,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00722
Johann Stefan,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00723
Häni,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00724
Franz Kaspar,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00725
Uriel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00726
Diokletian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00727
Laurentius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00728
Stettli,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00729
Heinz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00730
Kleinpeter,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00731
Bertschi,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00732
Nathan,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00733
Valerius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00734
Jakob Hartmann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00735
Martinian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00736
Johann Gratiosus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00737
Adam Christoph,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00738
Christian Gottlieb,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00739
Antoni Günther,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00740
Johann Fortunat,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00741
Adolf Christoph,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00742
Moritz Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00743
Christoph Karl,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00744
Friedrich Gottlob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00745
Christoph Isaak,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00746
Emanuel Franz Samuel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00747
Franz Bartholomäus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00748
Francesco,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00749
Johann Erhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00750
Ludwig Gottlieb,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00751
Lot,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00752
Hans Christian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00753
Stoffel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00754
Loy,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00755
Medard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00756
Hansemann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00757
Kurzhans,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00758
Ludwig Beat,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00759
Rothans,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00760
Wernhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00761
Deinhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00762
Theodorus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00763
Johann Sigmund,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00764
Georg Bartholomäus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00765
Johann Beat,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00766
Esaias,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00767
Johann Georg Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00768
Jean Rodolphe,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00769
Heinrich Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00770
Peter Andreas,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00771
Gottlieb Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00772
Beat Herkules,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00773
jakob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00774
Jean Louis,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00775
Franz Xaver,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00776
Hans Reinhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00777
Kaspar Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00778
Georg Wilhelm,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00779
Daniel Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00780
Johann Karl,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00781
Zebedäus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00782
Weerli,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00783
Hans Matthäus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00784
Ismael,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00785
Maria,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00786
Kosman,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00787
Gangwolf,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00788
Heinrich.,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00789
Ennius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00790
Hans Oswald,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00791
Johannes Baptista,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00792
Hans Urban,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00793
Georg Sigmund,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00794
Wenzel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00795
Baptist Christian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00796
Makarius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00797
Friedrich Gottlieb,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00798
Ludwig Xavier,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00799
Johann Karl Friedrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00800
Franz Anton,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00801
Johann Matthias,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00802
Karl Johannes,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00803
Johann Ulrich Philipp,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00804
Langhans,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00805
Schwarz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00806
Harius,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00807
Jungulrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00808
Severin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00809
Cosmus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00810
Hans Adi,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00811
Beat Jakob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00812
Florinus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00813
Evangelista,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00814
Setbastian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00815
Franciscus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00816
Hans Heinrich Karl,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00817
Henri,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00818
Johann Gerhard,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00819
Alois,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00820
Rudolf Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00821
Johann Gabriel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00822
David Philipp,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00823
Jörg Michael,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00824
Ludwig Franz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00825
Johann Ernst Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00826
Elias Hartmann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00827
Salomon Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00828
Ludwig Samuel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00829
Johann Anton Christian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00830
Laurent,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00831
Antoine,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00832
André,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00833
Christian Nikolaus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00834
Hermann Ulrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00835
Vitus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00836
Sixtus,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00837
Rutz,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00838
Levin,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00839
Germann,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00840
Cyprian,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00841
François Xavier,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00842
Jakob Daniel,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00843
Georg Benedikt,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00844
Jakob David,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00845
Karl Ludwig Heinrich,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00846
Samuel Gottlob,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00847
HeinricH,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00848
David Ludwig,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00849
Karl Heinrich August,https://github.com/stazh/sw-ehedaten/data/archiving#FirstNameMan_00850
