Nachname,URI
Schneller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schneller
Krummen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Krummen
Zeiner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zeiner
Oelkern,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Oelkern
Knobel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Knobel
Figi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Figi
Killi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Killi
Zellweger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zellweger
Weidenbacher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Weidenbacher
Bollmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bollmann
Zeder,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zeder
Edlibach,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Edlibach
Bürgisser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Buergisser
Wydenmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wydenmann
Strymacher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Strymacher
Remi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Remi
Schweingruber,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schweingruber
Deck,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Deck
Liner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Liner
Rellikon,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rellikon
Schüwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schuewig
Raas,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Raas
Buchter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Buchter
Freudenreich,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Freudenreich
Klunz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Klunz
Jung,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Jung
Bütschli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Buetschli
Seigler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Seigler
Henneberg,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Henneberg
Tubler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Tubler
Goldenmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Goldenmann
Rützenstorfer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ruetzenstorfer
Nusan,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nusan
Tempelmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Tempelmann
Geringer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Geringer
Knechtli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Knechtli
Orell,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Orell
May,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_May
Hüblin,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hueblin
Gräflein,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Graeflein
Schmutz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schmutz
Hagreiner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hagreiner
Hanselmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hanselmann
Christiner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Christiner
Rupp,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rupp
Marcher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Marcher
Seelmatter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Seelmatter
Duggetschweiler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Duggetschweiler
Rüfli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ruefli
Schaller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schaller
Hugi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hugi
Kurer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kurer
Kuttler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kuttler
Hellbock,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hellbock
Blück,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Blueck
Reuter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Reuter
Leonhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Leonhard
Enghauser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Enghauser
Rickli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rickli
Klauser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Klauser
Xander,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Xander
Papa,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Papa
Binzmüller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Binzmueller
Obschlager,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Obschlager
Lähner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Laehner
Schwab,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schwab
Villinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Villinger
Nimp,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nimp
Reyner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Reyner
Krey,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Krey
Dietiker,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Dietiker
Heeb,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Heeb
Birchwyler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Birchwyler
Pfäffiker,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Pfaeffiker
Rigolt,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rigolt
Imhof,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Imhof
Ehrenknecht,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ehrenknecht
Ruchenstein,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ruchenstein
Goldimann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Goldimann
Orlynmacher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Orlynmacher
Ith,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ith
Offentürer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Offentuerer
Ruffli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ruffli
Erger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Erger
Altenburger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Altenburger
Häli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Haeli
Steininger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Steininger
Ottli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ottli
Rysacher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rysacher
Mutise,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Mutise
Heimlicher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Heimlicher
Lingi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Lingi
Specht,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Specht
Frommherz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Frommherz
Senger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Senger
Utz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Utz
Bütschi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Buetschi
Ringli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ringli
Liechtensteig,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Liechtensteig
Gügeli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Guegeli
Nohl,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nohl
Murbach,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Murbach
Hundler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hundler
Rohrbasser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rohrbasser
Bessler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bessler
Scheitzinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Scheitzinger
Guntersweiler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Guntersweiler
Mändli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Maendli
Stilli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Stilli
Zimmer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zimmer
Wysshannen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wysshannen
Siband,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Siband
Wüfeli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wuefeli
Nagler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nagler
Dälliker,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Daelliker
Köllin,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Koellin
Feuerstein,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Feuerstein
Keck,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Keck
Känner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kaenner
Helchenberger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Helchenberger
Springeisen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Springeisen
Gruninger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gruninger
Seythmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Seythmann
Emsig,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Emsig
Zündel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zuendel
Bärlocher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Baerlocher
Strübli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Struebli
Hegel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hegel
Gart,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gart
Silber,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Silber
Dräyer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Draeyer
Capus,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Capus
von Mandach,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Mandach
Bodenmüller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bodenmueller
Hölzli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hoelzli
Schagmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schagmann
Steinweggli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Steinweggli
Storrer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Storrer
Krömer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kroemer
Stifter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Stifter
Klasshending,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Klasshending
Krugler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Krugler
Pruwer / Pauwer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Pruwer_/_Pauwer
Bürgin,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Buergin
Hägen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Haegen
Atzinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Atzinger
Schaad,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schaad
Döltsch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Doeltsch
Nabholz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nabholz
Martin,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Martin
von Helbling,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Helbling
Amstad,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Amstad
von Eich,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Eich
Hundysen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hundysen
Gnipper,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gnipper
Ab Breiti,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ab_Breiti
Glaus,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Glaus
Dörflinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Doerflinger
Rychener,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rychener
Pletscher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Pletscher
Ender,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ender
Luchsinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Luchsinger
Oberdörfler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Oberdoerfler
Reisel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Reisel
Mötsch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Moetsch
Kutzlin,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kutzlin
Dreher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Dreher
Rähmi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Raehmi
Blüni,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Blueni
Bartli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bartli
Salzmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Salzmann
Zimmerli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zimmerli
Heerli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Heerli
Junghuber,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Junghuber
Jordi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Jordi
Rogenmoser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rogenmoser
Moll,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Moll
Raat,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Raat
Inderau,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Inderau
Colmar,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Colmar
Trottmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Trottmann
Schwäppeli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schwaeppeli
Schorer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schorer
Brisemann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Brisemann
Schnell,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schnell
Rosenast,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rosenast
Baldinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Baldinger
Schaffnauer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schaffnauer
Rätschler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Raetschler
Zuner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zuner
von Bieggenholz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Bieggenholz
Kaltschmid,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kaltschmid
Dienstknecht,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Dienstknecht
Schiffmacher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schiffmacher
Ropolt,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ropolt
Hüninger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hueninger
Ehrenzeller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ehrenzeller
Cabis,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Cabis
Röschli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Roeschli
Nespler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nespler
Gräfli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Graefli
Blümli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bluemli
Hägeler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Haegeler
Leuener,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Leuener
Rohrmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rohrmann
Wenz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wenz
Munot,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Munot
Frischhans,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Frischhans
Oberkan,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Oberkan
Maget,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Maget
Freud,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Freud
Barth,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Barth
Arnold,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Arnold
Rheinegger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rheinegger
Kindhauser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kindhauser
Heyer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Heyer
Säger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Saeger
Strebeli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Strebeli
Hünerwadel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Huenerwadel
Schmaus,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schmaus
Schaufler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schaufler
Rumen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rumen
Buggli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Buggli
Heid,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Heid
Neipp,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Neipp
Valet,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Valet
Stäbinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Staebinger
Sixt,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Sixt
Grübel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gruebel
Griessen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Griessen
Geissmeier,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Geissmeier
Zittli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zittli
Werdmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Werdmann
Haarmeyer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Haarmeyer
Riner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Riner
Brunner genannt Gutherz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Brunner_genannt_Gutherz
Widenmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Widenmann
Reinhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Reinhard
Müllenfluh,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Muellenfluh
Stachel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Stachel
Kleisli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kleisli
Romann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Romann
Gnöth,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gnoeth
Bercher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bercher
Ebnet,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ebnet
Ruder,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ruder
Hirs,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hirs
Bretschger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bretschger
Herrliberger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Herrliberger
Raub,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Raub
Gesser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gesser
...iler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_iler
Kuch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kuch
von Goldenberg,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Goldenberg
Gnapf,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gnapf
Borland,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Borland
Eigenmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Eigenmann
Klett,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Klett
Bruneisen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bruneisen
Herz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Herz
Lochlauber,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Lochlauber
Glesti,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Glesti
Lützelmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Luetzelmann
Stigeli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Stigeli
Hollhammer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hollhammer
Lohrer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Lohrer
Irion,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Irion
Rüschler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rueschler
Nieriker,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nieriker
Graumann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Graumann
Stampfer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Stampfer
Werffeli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Werffeli
Schibli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schibli
Neracher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Neracher
Schärenmoser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schaerenmoser
Trüll,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Truell
Peterhans,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Peterhans
Abdermur,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Abdermur
von Rott,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Rott
Greu,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Greu
Unmuth,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Unmuth
Ammon,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ammon
Boschinder,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Boschinder
Räber,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Raeber
Kerner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kerner
Eringer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Eringer
Käppeli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kaeppeli
Tangler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Tangler
Schiller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schiller
Hormeier,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hormeier
Alther,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Alther
Rotter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rotter
Emser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Emser
Lauber,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Lauber
Kein,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kein
Iburger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Iburger
Knäpli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Knaepli
Eisenegger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Eisenegger
Dänti,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Daenti
Türler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Tuerler
Knöpf,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Knoepf
Schmitz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schmitz
Krämer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kraemer
Schrembli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schrembli
Duffart,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Duffart
Gantenschweiler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gantenschweiler
Fahrländer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Fahrlaender
Rehfuss,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rehfuss
Hiller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hiller
Hänseler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Haenseler
von Hallwyl,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Hallwyl
Werkmeister,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Werkmeister
Laban,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Laban
Muggenhirn,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Muggenhirn
Füchter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Fuechter
Schwend,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schwend
Caster,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Caster
Freienmuth,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Freienmuth
Dosenbach,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Dosenbach
Bötschgi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Boetschgi
Bapst,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bapst
