Nachname,URI
Rüesch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rueesch
Urdorf,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Urdorf
Sütterli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Suetterli
Küchler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kuechler
Jäger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Jaeger
Zeininger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zeininger
Alder,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Alder
Dietiker,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Dietiker
Holland,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Holland
Zeindler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zeindler
Bärenfels,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Baerenfels
Lindenberger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Lindenberger
Striegel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Striegel
Dümmelin,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Duemmelin
Zanner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zanner
Genelat,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Genelat
Hagen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hagen
Brüchler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bruechler
Bänteli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Baenteli
Hager,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hager
Ueweli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ueweli
Mumenthaler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Mumenthaler
Mentler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Mentler
Cardon,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Cardon
Tormann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Tormann
von Urdorf,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Urdorf
Flubacher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Flubacher
Samson,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Samson
Hausammann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hausammann
Rees,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rees
Gündelwanger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Guendelwanger
Nebel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nebel
Moser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Moser
Neukom,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Neukom
Leeringer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Leeringer
Tangler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Tangler
Ulimann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ulimann
Siber,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Siber
Reedwood,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Reedwood
Kuhl,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kuhl
Kuhn,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kuhn
Haloser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Haloser
de Saulcy,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_de_Saulcy
Himmler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Himmler
Lipp,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Lipp
Lips,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Lips
Hubeli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hubeli
Maisch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Maisch
Zürn,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zuern
Buess,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Buess
Schrägli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schraegli
Rigenau,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rigenau
Helfenberger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Helfenberger
Grundhofer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Grundhofer
Beyerli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Beyerli
Breini,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Breini
Vonrüti,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Vonrueti
Russnilla,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Russnilla
Kerez,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kerez
Galster,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Galster
Gänsli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gaensli
Reckli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Reckli
Gfeller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gfeller
Guinchet,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Guinchet
Enniger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Enniger
Saluz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Saluz
Galatz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Galatz
Reyner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Reyner
Willenegger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Willenegger
Brüschweiler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Brueschweiler
Degenhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Degenhard
Weibel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Weibel
Wolgesang,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wolgesang
Wenzinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wenzinger
Hudel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hudel
Rächner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Raechner
Plattner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Plattner
Amberg,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Amberg
Schmidli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schmidli
Uehlin,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Uehlin
Spörli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Spoerli
Fauster,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Fauster
Nürenberger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nuerenberger
Buchlein,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Buchlein
Emmindörfer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Emmindoerfer
Läheli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Laeheli
Lässer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Laesser
Bretschger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bretschger
Kötzler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Koetzler
Struch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Struch
Borner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Borner
Aegeri,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Aegeri
Hertschinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hertschinger
Moyer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Moyer
Niederfelder,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Niederfelder
Affeller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Affeller
Maag,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Maag
Tscheurig,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Tscheurig
Spalteisen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Spalteisen
Knoblauch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Knoblauch
Wäckerlin,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Waeckerlin
Lorier,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Lorier
Wäckerlig,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Waeckerlig
Krett,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Krett
Dötzli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Doetzli
Kempf,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kempf
Ziebach,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ziebach
Kappeler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kappeler
Kretz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kretz
Arunc,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Arunc
Holzschuh,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Holzschuh
Akringa,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Akringa
Blettery,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Blettery
von Moos,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Moos
Kaiser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kaiser
Aeppli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Aeppli
Kläpper,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Klaepper
Wengeli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wengeli
Strehl,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Strehl
Putten,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Putten
Girtanner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Girtanner
Suremann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Suremann
Welsch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Welsch
Görli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Goerli
Tangel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Tangel
Zur Eich,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zur_Eich
Schlyg,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schlyg
Maginzo,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Maginzo
Kolban,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kolban
Wiechsler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wiechsler
Münteli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Muenteli
Hampf,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hampf
Jetter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Jetter
Kisslinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kisslinger
Bölzli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Boelzli
Bärwyler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Baerwyler
Oblasser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Oblasser
De Maire,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_De_Maire
Katz,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Katz
Sal,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Sal
Bercher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bercher
Bardill,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bardill
Sad,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Sad
Sax,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Sax
Manhart,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Manhart
Leffe,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Leffe
Messerschmid,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Messerschmid
Gisenhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gisenhard
Duner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Duner
Walbach,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Walbach
Ris,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ris
Steiner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Steiner
Marun,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Marun
Lyner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Lyner
Schlys,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schlys
Gnepf,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gnepf
Korumbler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Korumbler
Remensperger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Remensperger
Gischonon,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gischonon
Krauter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Krauter
Kähr,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kaehr
Eberhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Eberhard
Ruchti,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ruchti
Eberhart,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Eberhart
Tempelmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Tempelmann
RAUB,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_RAUB
Mäch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Maech
Mundbart,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Mundbart
Meer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Meer
Thymen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Thymen
Nett,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nett
Brenner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Brenner
Muteil,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Muteil
von Buttikon,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Buttikon
Pfluger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Pfluger
Riem,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Riem
Bälet,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Baelet
Narr,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Narr
Wichsinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wichsinger
Fink,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Fink
Beeli von Belfort,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Beeli_von_Belfort
Riet,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Riet
Capel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Capel
Ries,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ries
Dürst,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Duerst
Volker,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Volker
Müllot,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Muellot
Aschmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Aschmann
Messmer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Messmer
Geiser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Geiser
Brysam,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Brysam
Herer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Herer
Sprünger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Spruenger
Scheewyler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Scheewyler
Kreis,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kreis
Letter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Letter
Fetzer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Fetzer
Müllenfluh,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Muellenfluh
Scheidegger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Scheidegger
Aemisegger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Aemisegger
von Paravicini,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Paravicini
Krein,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Krein
Schwendimann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schwendimann
Lienberger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Lienberger
Wyssner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wyssner
Zipfel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zipfel
Reift,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Reift
Gründeler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gruendeler
Schmaldienst,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schmaldienst
Cornu,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Cornu
Zwahlen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zwahlen
Tütschmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Tuetschmann
Mäder,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Maeder
Ruffner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ruffner
Perini,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Perini
Brun,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Brun
Thoner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Thoner
Zorn,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zorn
Petermann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Petermann
Nüninger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Nueninger
Dominicus,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Dominicus
Stöckler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Stoeckler
Gremli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gremli
Schlenger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schlenger
Längler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Laengler
Bebli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bebli
von Wald,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Wald
Altherr,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Altherr
Duretus,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Duretus
Hugelshofer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hugelshofer
Spiegelysen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Spiegelysen
Heug,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Heug
Dorer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Dorer
Gaudin,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gaudin
Heuw,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Heuw
Wintschler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wintschler
von Allmen,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Allmen
Koster,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Koster
Aeugli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Aeugli
Scheding,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Scheding
Stühlinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Stuehlinger
Aederli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Aederli
Biller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Biller
Spälti,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Spaelti
Mumpfer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Mumpfer
Brander,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Brander
Schocher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schocher
Vesperläder,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Vesperlaeder
Hänseler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Haenseler
Hütli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Huetli
Rüter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Rueter
Schedel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schedel
Gass,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gass
Gast,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gast
Baldenweg,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Baldenweg
Stiefeli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Stiefeli
Kaufmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kaufmann
Küneli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kueneli
von Hinwil,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_von_Hinwil
Märki,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Maerki
Holzstein,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Holzstein
Keel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Keel
Brotbeck,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Brotbeck
Bessler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bessler
Ryssel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ryssel
Wyssmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wyssmann
Aeschli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Aeschli
Werner,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Werner
Hoch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hoch
Heller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Heller
Ritzer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Ritzer
Gossweiler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Gossweiler
Fröwyler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Froewyler
Widenmeier,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Widenmeier
Pauli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Pauli
Manser,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Manser
Spitzer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Spitzer
Zenini,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zenini
Zenino,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Zenino
Heinrichpetri,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Heinrichpetri
Baudouin,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Baudouin
Läuchli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Laeuchli
Linder,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Linder
Fourestier Lanous,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Fourestier_Lanous
Geiss,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Geiss
Strübi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Struebi
Wolgensinger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wolgensinger
Moosmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Moosmann
Imobersteg,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Imobersteg
Schalk,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schalk
Waldkirch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Waldkirch
Münkli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Muenkli
Maninger,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Maninger
Weisshans,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Weisshans
Henseller,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Henseller
Sändli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Saendli
Heu,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Heu
Hew,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hew
Christ,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Christ
Hey,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hey
Kermer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kermer
Flury,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Flury
Schäuble,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schaeuble
Löckel,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Loeckel
Doumere,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Doumere
Dubs,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Dubs
Schäubli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schaeubli
Fluri,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Fluri
Löhrli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Loehrli
Liebi,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Liebi
Schönbuch,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schoenbuch
Etter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Etter
Pelard,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Pelard
Bohli,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Bohli
Wiget,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Wiget
Hägenschmid,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Haegenschmid
Litzibucher,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Litzibucher
Hehr,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Hehr
Grubmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Grubmann
Böhmer,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Boehmer
Käppeler,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Kaeppeler
Baiter,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Baiter
Schadegg,https://github.com/stazh/sw-ehedaten/tree/main/data#FamilyName_Schadegg
