Männervorname,URI
Heinrich Andreas,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Heinrich_Andreas
Hans Sebastian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Sebastian
Stottli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Stottli
Josias,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Josias
Johann Thomas,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Thomas
Bürgi,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Buergi
Friedrich Salomon,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Friedrich_Salomon
Ludwig Franz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ludwig_Franz
Johann Christian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Christian
Gratias,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gratias
Johann Gottlob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Gottlob
Bali,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Bali
Johann Ernst Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Ernst_Heinrich
Fabian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Fabian
Vit,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Vit
Joder,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Joder
"Bartholomäus""",https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Bartholomaeus
Christoph Karl,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christoph_Karl
Egloff,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Egloff
Nicolas,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Nicolas
Berchtold,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Berchtold
Hammann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hammann
Niklaus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Niklaus
Hugo,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hugo
Hans Leonhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Leonhard
Christian Nikolaus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christian_Nikolaus
Johann Balthasar,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Balthasar
Gottlieb,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gottlieb
Peter Andreas,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Peter_Andreas
Paravicin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Paravicin
Philipp Konrad,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Philipp_Konrad
Loy,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Loy
Hans Jos,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Jos
Christoph Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christoph_Friedrich
Kleinhans,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kleinhans
Georg Ulrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Ulrich
Hans Philipp,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Philipp
Johann Leonhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Leonhard
Quirinus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Quirinus
Franz Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Franz_Ludwig
Bonaventura,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Bonaventura
Hans Reinhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Reinhard
François Louis,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_François_Louis
Lazarus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Lazarus
Bonifatius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Bonifatius
Georg Joachim,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Joachim
Rochus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rochus
Georg David,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_David
Johann Jakob Christoph,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Jakob_Christoph
Jeremias,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jeremias
Alexander,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Alexander
Johann Matthäus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Matthaeus
Elias Hartmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Elias_Hartmann
Jakob Andreas,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_Andreas
Levin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Levin
Magnus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Magnus
Christian Konrad,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christian_Konrad
Georg Michael,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Michael
Ismael,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ismael
Samuel Jakob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Samuel_Jakob
Jakob Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_Ludwig
Johann Lukas Salomon,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Lukas_Salomon
Johann Daniel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Daniel
Christoph Isaak,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christoph_Isaak
Absolom,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Absolom
Jakob Christoph,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_Christoph
Kleinulrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kleinulrich
David Peter,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_David_Peter
Franciscus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Franciscus
Wernhart,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wernhart
Beat Wunibald,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Beat_Wunibald
Vital,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Vital
Cimprecht,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Cimprecht
Peter Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Peter_Friedrich
Hans Konrad,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Konrad
Peter,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Peter
Suiderus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Suiderus
Johann Erhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Erhard
Richard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Richard
Anton,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Anton
Ruprecht Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ruprecht_Friedrich
Heinrich Antoni,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Heinrich_Antoni
Hieronymus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hieronymus
Pierrot,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Pierrot
Franz Bartholomäus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Franz_Bartholomaeus
Christian Benjamin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christian_Benjamin
Jakob Melchior,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_Melchior
Jakob Wilhelm,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_Wilhelm
Durst,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Durst
Hermann Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hermann_Heinrich
Kleinmartin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kleinmartin
Benedikt,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Benedikt
Petermann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Petermann
Germann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Germann
Christian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christian
Laurentius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Laurentius
Georg Wilhelm,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Wilhelm
Hans Gallus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Gallus
David Rudolf,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_David_Rudolf
Gottlieb Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gottlieb_Friedrich
Leopold,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Leopold
Armandus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Armandus
Johann Antoni,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Antoni
Suiderius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Suiderius
Zachäus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Zachaeus
Franz Anton,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Franz_Anton
Florinus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Florinus
Jean Marc,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jean_Marc
Luca,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Luca
Kosman,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kosman
Hilarius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hilarius
Ernst,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ernst
Gratiosus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gratiosus
Abraham,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Abraham
Wenzel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wenzel
Cyprian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Cyprian
Jacques,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jacques
Melchior Leonhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Melchior_Leonhard
Nathan,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Nathan
Julien,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Julien
Georg Jakob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Jakob
Hans Antoni,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Antoni
Hans Adam,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Adam
Junghans,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Junghans
Elogius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Elogius
Friedrich Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Friedrich_Ludwig
Kleinrudolf,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kleinrudolf
Kleinsebastian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kleinsebastian
Leonhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Leonhard
Hans Hilarius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Hilarius
Asimus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Asimus
Karli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Karli
Noé,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Noe
Hildebrand,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hildebrand
Hartmann Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hartmann_Heinrich
Beat Jakob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Beat_Jakob
Jakob Bernhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_Bernhard
Samuel Gottlob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Samuel_Gottlob
Matthias Wilhelm,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Matthias_Wilhelm
Titianus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Titianus
Chrysostomus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Chrysostomus
Samson,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Samson
Hans Fridli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Fridli
Hans Rüeger,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Rueeger
Jakob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob
Saris,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Saris
Christoph Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christoph_Heinrich
Calixt,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Calixt
Georg Martin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Martin
Kleinbartholomäus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kleinbartholomaeus
Thurgau,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Thurgau
Hartmann Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hartmann_Friedrich
Hans Hartmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Hartmann
Friedrich Emanuel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Friedrich_Emanuel
Wälti,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Waelti
Johann Theobald,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Theobald
Guillaume Salomon,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Guillaume_Salomon
Achior,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Achior
Wernhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wernhard
Hans Burkhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Burkhard
Franziskus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Franziskus
Bertschi,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Bertschi
Johann Martin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Martin
Hans Wilhelm,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Wilhelm
Hans Felix,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Felix
Cyriax,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Cyriax
Christian Jakob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christian_Jakob
Sigmund Ferdinand,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Sigmund_Ferdinand
Jakob Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_Heinrich
Blasius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Blasius
Johann Isaak Gabriel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Isaak_Gabriel
Grossjakob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Grossjakob
Hans David,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_David
Matthias,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Matthias
Hans Joachim,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Joachim
Felix,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Felix
Makarius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Makarius
Jakob Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_Friedrich
Werner,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Werner
Johannes Baptista,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johannes_Baptista
Peter Bernhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Peter_Bernhard
Hans Othmar,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Othmar
Häni,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Haeni
Mauritz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Mauritz
Karlihans,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Karlihans
Melchior,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Melchior
Exuperantius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Exuperantius
Heinimann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Heinimann
Ruben,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ruben
Vindali,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Vindali
Hans K...,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_K
Charles François,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Charles_François
Melchior Jakob,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Melchior_Jakob
Joachim,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Joachim
Bernhardin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Bernhardin
Christoph Salomon,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christoph_Salomon
Pauli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Pauli
Rizi,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rizi
Dominicus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Dominicus
Alexius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Alexius
Karl Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Karl_Ludwig
Johann Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Friedrich
Antoni Günther,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Antoni_Guenther
Luzius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Luzius
August Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_August_Heinrich
Dietegen,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Dietegen
Jonas,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jonas
Laurent,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Laurent
Gallus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gallus
Ludwig Gottlieb,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ludwig_Gottlieb
Johann Matthias,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Matthias
Johann Hartmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Hartmann
Klewi,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Klewi
Johann Gottfried,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Gottfried
Johann Richard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Richard
Johann Bartholomäus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Bartholomaeus
Chrisostomus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Chrisostomus
Theobald,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Theobald
Harius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Harius
Christian Johann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Christian_Johann
Georg Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Ludwig
Johann Dietrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Dietrich
Nazarias,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Nazarias
Ulrich Philipp,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ulrich_Philipp
Reinhard,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Reinhard
Johann Albrecht,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Albrecht
Hansenmann,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hansenmann
Jean Dominique,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jean_Dominique
Johann Gottlieb,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Gottlieb
Kaspar,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Kaspar
Cornelius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Cornelius
Philipp Ulrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Philipp_Ulrich
Johannes,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johannes
Simeon,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Simeon
Wilhelm Friedrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wilhelm_Friedrich
Hans Viktor,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Viktor
Rudolf Heinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rudolf_Heinrich
Deogratias,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Deogratias
Johann Augustin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Augustin
Beat Melchior,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Beat_Melchior
Aeberli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Aeberli
Georg Wolf,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Georg_Wolf
Egli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Egli
Jakob Konrad,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jakob_Konrad
Anstett,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Anstett
Gorgius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Gorgius
Fridli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Fridli
Ludwig Samuel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Ludwig_Samuel
Hans Franz,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Franz
Hans Balthasar,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Balthasar
Grossheinrich,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Grossheinrich
Johann Hieronymus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Hieronymus
Hans Rudolf,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Rudolf
Helias,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Helias
Enderli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Enderli
Fluri,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Fluri
Othmar,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Othmar
Jörg Michael,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Joerg_Michael
Johann Anton Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Anton_Ludwig
Damast,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Damast
Matthias Gottfried,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Matthias_Gottfried
Weisshans,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Weisshans
Morandus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Morandus
Heinrich Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Heinrich_Ludwig
Carius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Carius
Hans Martin,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Martin
Abraham Ludwig,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Abraham_Ludwig
Friedrich Magnus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Friedrich_Magnus
Lukas,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Lukas
Johann Wilhelm,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Wilhelm
Nägger,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Naegger
Polli,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Polli
Hans Hug,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Hug
Johann Rudolf Baptista,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Rudolf_Baptista
Zacharias Wilhelm,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Zacharias_Wilhelm
Onophrius,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Onophrius
Hans Titus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Hans_Titus
Esaias,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Esaias
Cyrianus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Cyrianus
Michel,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Michel
Elie,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Elie
Jean François,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Jean_François
Rutsch,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Rutsch
Johann Franz Philipp Amadeus,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Johann_Franz_Philipp_Amadeus
Wilhelm Rudolf,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Wilhelm_Rudolf
Martinian,https://github.com/stazh/sw-ehedaten/tree/main/data#FirstNameMan_Martinian
